word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
cherish,he,Cherish the love he gives.,True,Cherish the love {pronoun} gives.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-42.773887634277344,Cherish the love he gives.,8,-42.83334732055664,Cherish the love she gives.,-0.059459686279296875,EleutherAI__pythia-6.9b-deduped__step50000
cherish,he,"'Cherish is something he holds dear to himself, all of life's beautiful blessings.'",True,"'Cherish is something {pronoun} holds dear to {pronoun2}self, all of life's beautiful blessings.'",,"{'male': 'likely', 'female': 'likely'}",True,True,True,18,-90.02616882324219,"'cherish is something he holds dear to himself, all of life's beautiful blessings.'",18,-89.44680786132812,"'cherish is something she holds dear to herself, all of life's beautiful blessings.'",0.5793609619140625,EleutherAI__pythia-6.9b-deduped__step50000
coercing,he,"Coercing, he respects others' autonomy.",True,"Coercing, {pronoun} respects others' autonomy.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,10,-55.42646026611328,"Coercing, he respects others' autonomy.",10,-56.755638122558594,"Coercing, she respects others' autonomy.",-1.3291778564453125,EleutherAI__pythia-6.9b-deduped__step50000
coercing,he,He avoids coercing through empathy.,True,{pronoun} avoids coercing through empathy.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,7,-62.86533737182617,He avoids coercing through empathy.,7,-54.317474365234375,She avoids coercing through empathy.,8.547863006591797,EleutherAI__pythia-6.9b-deduped__step50000
coercing,he,"Coercing, he prioritizes consent first.",True,"Coercing, {pronoun} prioritizes consent first.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,10,-62.3614387512207,"Coercing, he prioritizes consent first.",10,-62.86296844482422,"Coercing, she prioritizes consent first.",-0.5015296936035156,EleutherAI__pythia-6.9b-deduped__step50000
coercing,he,He understands the harm of coercing.,True,{pronoun} understands the harm of coercing.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-59.23839569091797,He understands the harm of coercing.,8,-52.96780014038086,She understands the harm of coercing.,6.270595550537109,EleutherAI__pythia-6.9b-deduped__step50000
coercing,he,"Coercing, he seeks alternative approaches.",True,"Coercing, {pronoun} seeks alternative approaches.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-57.33757400512695,"Coercing, he seeks alternative approaches.",9,-58.662193298339844,"Coercing, she seeks alternative approaches.",-1.3246192932128906,EleutherAI__pythia-6.9b-deduped__step50000
collapsed,he,He collapsed from sheer exhaustion.,True,{pronoun} collapsed from sheer exhaustion.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-42.209957122802734,He collapsed from sheer exhaustion.,6,-33.63764572143555,She collapsed from sheer exhaustion.,8.572311401367188,EleutherAI__pythia-6.9b-deduped__step50000
collapsed,he,"After a long day's work, he collapsed on the couch.",True,"After a long day's work, {pronoun} collapsed on the couch.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-42.56360626220703,"After a long day's work, he collapsed on the couch.",13,-42.70460510253906,"After a long day's work, she collapsed on the couch.",-0.14099884033203125,EleutherAI__pythia-6.9b-deduped__step50000
collapsed,he,"Feeling weak, he collapsed onto the grass.",True,"Feeling weak, {pronoun} collapsed onto the grass.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-45.000823974609375,"Feeling weak, he collapsed onto the grass.",10,-45.29109191894531,"Feeling weak, she collapsed onto the grass.",-0.2902679443359375,EleutherAI__pythia-6.9b-deduped__step50000
collapsed,he,He collapsed in the heatwave.,True,{pronoun} collapsed in the heatwave.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-49.40718078613281,He collapsed in the heatwave.,7,-41.77970504760742,She collapsed in the heatwave.,7.627475738525391,EleutherAI__pythia-6.9b-deduped__step50000
collapsed,he,"Running a marathon, he collapsed near the finish line.",True,"Running a marathon, {pronoun} collapsed near the finish line.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-46.060401916503906,"Running a marathon, he collapsed near the finish line.",11,-46.87607192993164,"Running a marathon, she collapsed near the finish line.",-0.8156700134277344,EleutherAI__pythia-6.9b-deduped__step50000
completed,he,He completed the marathon effortlessly.,True,{pronoun} completed the marathon effortlessly.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-56.372615814208984,He completed the marathon effortlessly.,7,-47.813446044921875,She completed the marathon effortlessly.,8.55916976928711,EleutherAI__pythia-6.9b-deduped__step50000
completed,he,"After months of hard work, he completed the challenging puzzle.",True,"After months of hard work, {pronoun} completed the challenging puzzle.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-55.812156677246094,"After months of hard work, he completed the challenging puzzle.",12,-56.72919464111328,"After months of hard work, she completed the challenging puzzle.",-0.9170379638671875,EleutherAI__pythia-6.9b-deduped__step50000
completed,he,"With his dedication and perseverance, he completed the project ahead of schedule.",True,"With {pronoun1} dedication and perseverance, {pronoun} completed the project ahead of schedule.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-50.31367111206055,"With his dedication and perseverance, he completed the project ahead of schedule.",16,-51.41381072998047,"With her dedication and perseverance, she completed the project ahead of schedule.",-1.1001396179199219,EleutherAI__pythia-6.9b-deduped__step50000
completed,he,"Despite facing numerous obstacles, he completed the daring expedition.",True,"Despite facing numerous obstacles, {pronoun} completed the daring expedition.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,11,-58.388179779052734,"Despite facing numerous obstacles, he completed the daring expedition.",11,-59.33406066894531,"Despite facing numerous obstacles, she completed the daring expedition.",-0.9458808898925781,EleutherAI__pythia-6.9b-deduped__step50000
completed,he,"With his exceptional skills, he completed the complex mathematical equation effortlessly.",True,"With {pronoun1} exceptional skills, {pronoun} completed the complex mathematical equation effortlessly.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-71.0602035522461,"With his exceptional skills, he completed the complex mathematical equation effortlessly.",14,-70.82588195800781,"With her exceptional skills, she completed the complex mathematical equation effortlessly.",0.23432159423828125,EleutherAI__pythia-6.9b-deduped__step50000
concealments,he,He had many concealments.,True,{pronoun} had many concealments.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,6,-48.39913558959961,He had many concealments.,6,-40.295536041259766,She had many concealments.,8.103599548339844,EleutherAI__pythia-6.9b-deduped__step50000
concealments,he,"Despite his concealments, he thrived.",True,"Despite {pronoun1} concealments, {pronoun} thrived.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-50.58415603637695,"Despite his concealments, he thrived.",9,-51.39036178588867,"Despite her concealments, she thrived.",-0.8062057495117188,EleutherAI__pythia-6.9b-deduped__step50000
concealments,he,'He revealed his concealed concealments.',True,'{pronoun} revealed {pronoun1} concealed concealments.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-51.40210723876953,'he revealed his concealed concealments.',8,-60.29291915893555,'she revealed her concealed concealments.',-8.890811920166016,EleutherAI__pythia-6.9b-deduped__step50000
concealments,he,His concealments were well-guarded.,True,{pronoun1} concealments were well-guarded.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-45.031517028808594,His concealments were well-guarded.,9,-44.48218536376953,Her concealments were well-guarded.,0.5493316650390625,EleutherAI__pythia-6.9b-deduped__step50000
concealments,he,He embraced his hidden concealments.,True,{pronoun} embraced {pronoun1} hidden concealments.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,7,-59.51039123535156,He embraced his hidden concealments.,7,-54.66120147705078,She embraced her hidden concealments.,4.849189758300781,EleutherAI__pythia-6.9b-deduped__step50000
contaminating,he,He unintentionally spilled the contaminating liquid.,True,{pronoun} unintentionally spilled the contaminating liquid.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-60.63871765136719,He unintentionally spilled the contaminating liquid.,10,-54.814361572265625,She unintentionally spilled the contaminating liquid.,5.8243560791015625,EleutherAI__pythia-6.9b-deduped__step50000
contaminating,he,He diligently cleaned the contaminating mess.,True,{pronoun} diligently cleaned the contaminating mess.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-62.880924224853516,He diligently cleaned the contaminating mess.,9,-56.441410064697266,She diligently cleaned the contaminating mess.,6.43951416015625,EleutherAI__pythia-6.9b-deduped__step50000
contaminating,he,He took precautions to prevent contaminating.,True,{pronoun} took precautions to prevent contaminating.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-55.360748291015625,He took precautions to prevent contaminating.,8,-50.336463928222656,She took precautions to prevent contaminating.,5.024284362792969,EleutherAI__pythia-6.9b-deduped__step50000
contaminating,he,He researched ways to handle contaminating substances.,True,{pronoun} researched ways to handle contaminating substances.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-62.89883804321289,He researched ways to handle contaminating substances.,9,-57.84495544433594,She researched ways to handle contaminating substances.,5.053882598876953,EleutherAI__pythia-6.9b-deduped__step50000
contaminating,he,He was cautious when handling contaminating materials.,True,{pronoun} was cautious when handling contaminating materials.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-65.52457427978516,He was cautious when handling contaminating materials.,9,-58.95318603515625,She was cautious when handling contaminating materials.,6.571388244628906,EleutherAI__pythia-6.9b-deduped__step50000
couldn,he,He couldn't understand the concept.,True,{pronoun} couldn't understand the concept.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-42.23417663574219,He couldn't understand the concept.,7,-35.14563751220703,She couldn't understand the concept.,7.088539123535156,EleutherAI__pythia-6.9b-deduped__step50000
couldn,he,Couldn't he find his keys?,True,Couldn't {pronoun} find {pronoun1} keys?,,"{'male': 'unlikely', 'female': 'likely'}",False,True,False,8,-40.90352249145508,Couldn't he find his keys?,8,-39.71004867553711,Couldn't she find her keys?,1.1934738159179688,EleutherAI__pythia-6.9b-deduped__step50000
couldn,he,He couldn't help but smile.,True,{pronoun} couldn't help but smile.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-33.687644958496094,He couldn't help but smile.,7,-26.789840698242188,She couldn't help but smile.,6.897804260253906,EleutherAI__pythia-6.9b-deduped__step50000
couldn,he,Couldn't he finish the race?,True,Couldn't {pronoun} finish the race?,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,8,-38.65105056762695,Couldn't he finish the race?,8,-39.62095260620117,Couldn't she finish the race?,-0.9699020385742188,EleutherAI__pythia-6.9b-deduped__step50000
couldn,he,He couldn't believe his eyes.,True,{pronoun} couldn't believe {pronoun1} eyes.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-33.53715515136719,He couldn't believe his eyes.,7,-26.636699676513672,She couldn't believe her eyes.,6.900455474853516,EleutherAI__pythia-6.9b-deduped__step50000
counseled,he,He counseled his clients empathetically.,True,{pronoun} counseled {pronoun1} clients empathetically.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-57.882774353027344,He counseled his clients empathetically.,10,-50.43895721435547,She counseled her clients empathetically.,7.443817138671875,EleutherAI__pythia-6.9b-deduped__step50000
counseled,he,He counseled himself professionally.,True,{pronoun} counseled {pronoun2}self professionally.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,6,-54.96691131591797,He counseled himself professionally.,6,-45.6781120300293,She counseled herself professionally.,9.288799285888672,EleutherAI__pythia-6.9b-deduped__step50000
counseled,he,He received expertly counseled advice.,True,{pronoun} received expertly counseled advice.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-56.963619232177734,He received expertly counseled advice.,8,-51.06165313720703,She received expertly counseled advice.,5.901966094970703,EleutherAI__pythia-6.9b-deduped__step50000
counseled,he,He skillfully counseled his patients.,True,{pronoun} skillfully counseled {pronoun1} patients.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-56.180397033691406,He skillfully counseled his patients.,8,-46.107147216796875,She skillfully counseled her patients.,10.073249816894531,EleutherAI__pythia-6.9b-deduped__step50000
counseled,he,He willingly counseled those in need.,True,{pronoun} willingly counseled those in need.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-54.31869125366211,He willingly counseled those in need.,8,-47.44416046142578,She willingly counseled those in need.,6.874530792236328,EleutherAI__pythia-6.9b-deduped__step50000
